product_id,sales_count,first_date,days_active,turnover_rate,return_rate,category,brand,retail_price,department,cluster,strategy_group
9118,10,2020-04-28 07:04:00,1932,0.005175983436853002,0.1,Socks & Hosiery,SkidDERS,6.989999771118164,Women,0,고회전·고반품
9119,4,2020-09-11 15:46:21,1795,0.0022284122562674096,0.0,Socks & Hosiery,Trasparenze,11.989999771118164,Women,2,저회전·저반품
9120,6,2020-05-26 00:26:00,1904,0.0031512605042016808,0.0,Socks & Hosiery,Socksmith,14.989999771118164,Women,2,고회전·저반품
9121,5,2020-05-13 09:57:44,1916,0.0026096033402922755,0.0,Socks & Hosiery,SmartWool,36.950000762939446,Women,2,저회전·저반품
9122,5,2019-07-17 09:11:10,2218,0.002254283137962128,0.0,Socks & Hosiery,Tommy Hilfiger,15.0,Women,2,저회전·저반품
9123,4,2020-02-22 04:45:00,1998,0.002002002002002002,0.0,Socks & Hosiery,boxed-gifts,10.0,Women,2,저회전·저반품
9124,4,2020-01-27 07:09:00,2024,0.001976284584980237,0.0,Socks & Hosiery,Capelli New York,11.949999809265137,Women,2,저회전·저반품
9125,6,2020-06-02 00:29:00,1897,0.0031628887717448603,0.16666666666666666,Socks & Hosiery,Anne Klein,28.0,Women,3,고회전·고반품
9126,3,2020-06-02 09:14:00,1897,0.0015814443858724301,0.3333333333333333,Socks & Hosiery,Wheel House Designs,13.989999771118164,Women,1,저회전·고반품
9127,5,2020-06-23 03:11:00,1876,0.0026652452025586353,0.0,Socks & Hosiery,Hanes,33.0,Women,2,저회전·저반품
9128,2,2020-05-05 11:00:00,1924,0.0010395010395010396,0.0,Socks & Hosiery,Betty Boop,14.989999771118164,Women,2,저회전·저반품
9129,7,2019-09-30 00:06:21,2143,0.0032664489034064394,0.14285714285714285,Socks & Hosiery,Keen,17.0,Women,3,고회전·고반품
9130,6,2019-05-17 14:26:10,2278,0.0026338893766461808,0.0,Socks & Hosiery,Sock It To Me,19.989999771118164,Women,2,저회전·저반품
9131,9,2020-02-22 15:36:00,1997,0.004506760140210316,0.0,Socks & Hosiery,Dan Post,19.950000762939453,Women,0,고회전·저반품
9132,6,2020-01-11 00:40:00,2040,0.0029411764705882353,0.16666666666666666,Socks & Hosiery,Buster Brown,9.989999771118164,Women,3,저회전·고반품
9133,8,2020-01-28 17:02:00,2022,0.003956478733926805,0.25,Socks & Hosiery,Ames,32.9900016784668,Women,3,고회전·고반품
9134,5,2020-01-26 10:36:00,2024,0.0024703557312252965,0.4,Socks & Hosiery,Darn Tough,37.950000762939446,Women,1,저회전·고반품
9135,4,2020-03-19 16:21:00,1971,0.0020294266869609334,0.0,Socks & Hosiery,Sock It To Me,19.989999771118164,Women,2,저회전·저반품
9136,7,2020-01-22 13:50:00,2028,0.0034516765285996054,0.2857142857142857,Socks & Hosiery,Berkshire,9.270000457763674,Women,3,고회전·고반품
9137,7,2020-04-24 18:33:00,1935,0.0036175710594315244,0.0,Socks & Hosiery,Steve Madden,11.0,Women,0,고회전·저반품
9138,4,2020-08-19 03:21:00,1819,0.0021990104452996153,0.0,Socks & Hosiery,Gold Toe,15.0,Women,2,저회전·저반품
9139,2,2020-08-06 08:36:00,1832,0.001091703056768559,0.0,Socks & Hosiery,SK Hat shop,10.949999809265137,Women,2,저회전·저반품
9140,7,2020-06-18 15:53:00,1880,0.003723404255319149,0.14285714285714285,Socks & Hosiery,Anne Klein,15.0,Women,3,고회전·고반품
9141,5,2020-06-08 18:45:00,1890,0.0026455026455026454,0.0,Socks & Hosiery,Mopas,11.989999771118164,Women,2,저회전·저반품
9142,5,2020-03-07 16:38:00,1983,0.0025214321734745334,0.0,Socks & Hosiery,World's Softest,7.949999809265136,Women,2,저회전·저반품
9143,10,2020-06-17 03:20:00,1882,0.005313496280552604,0.0,Socks & Hosiery,Betsey Johnson,25.0,Women,0,고회전·저반품
9144,2,2021-02-04 16:45:00,1649,0.001212856276531231,0.0,Socks & Hosiery,Stella Elyse,13.989999771118164,Women,2,저회전·저반품
9145,4,2019-05-02 17:51:25,2293,0.0017444395987788923,0.0,Socks & Hosiery,point6,17.950000762939453,Women,2,저회전·저반품
9146,4,2021-02-18 13:34:00,1635,0.0024464831804281344,0.25,Socks & Hosiery,Berkshire,9.399999618530272,Women,3,저회전·고반품
9147,3,2020-01-10 13:17:00,2040,0.0014705882352941176,0.3333333333333333,Socks & Hosiery,Hanes,25.5,Women,1,저회전·고반품
9148,9,2020-01-04 06:48:00,2047,0.004396678065461651,0.1111111111111111,Socks & Hosiery,IZOD,15.0,Women,0,고회전·고반품
9149,4,2019-10-02 13:47:09,2140,0.001869158878504673,0.5,Socks & Hosiery,World's Softest,5.940000057220459,Women,1,저회전·고반품
9150,7,2020-01-26 18:25:00,2024,0.003458498023715415,0.2857142857142857,Socks & Hosiery,Snoozies,12.949999809265137,Women,3,고회전·고반품
9151,2,2021-02-28 08:49:00,1626,0.0012300123001230013,0.0,Socks & Hosiery,FITS Sock Company,19.989999771118164,Women,2,저회전·저반품
9152,3,2020-04-21 04:27:00,1939,0.0015471892728210418,0.0,Socks & Hosiery,LissKiss,15.989999771118164,Women,2,저회전·저반품
9153,4,2019-08-25 05:36:00,2179,0.0018357044515832951,0.0,Socks & Hosiery,Comfort Choice,16.989999771118164,Women,2,저회전·저반품
9154,6,2020-01-02 02:15:00,2049,0.0029282576866764276,0.0,Socks & Hosiery,Harmonie,23.0,Women,2,저회전·저반품
9155,8,2020-01-18 16:20:44,2032,0.003937007874015748,0.125,Socks & Hosiery,Casual Socks,25.0,Women,3,고회전·고반품
9156,3,2020-02-06 08:02:00,2014,0.0014895729890764648,0.0,Socks & Hosiery,Foot Traffic,8.850000381469727,Women,2,저회전·저반품
9157,6,2020-11-06 05:25:26,1740,0.0034482758620689655,0.16666666666666666,Socks & Hosiery,Calvin Klein,10.0,Women,3,고회전·고반품
9158,6,2020-03-25 13:06:00,1965,0.0030534351145038168,0.0,Socks & Hosiery,Gipsy Hosiery,17.950000762939453,Women,2,고회전·저반품
9159,8,2020-06-04 08:34:00,1895,0.004221635883905013,0.125,Socks & Hosiery,K. Bell,15.0,Women,0,고회전·고반품
9160,7,2020-01-21 07:24:00,2030,0.0034482758620689655,0.0,Socks & Hosiery,HUE,16.0,Women,2,고회전·저반품
9161,6,2020-04-09 15:19:03,1950,0.003076923076923077,0.0,Socks & Hosiery,HUE,6.5,Women,2,고회전·저반품
9162,8,2020-05-20 10:01:02,1909,0.0041906757464641176,0.0,Socks & Hosiery,Foot Traffic,14.989999771118164,Women,0,고회전·저반품
9163,5,2020-01-16 04:27:00,2035,0.002457002457002457,0.0,Socks & Hosiery,Berkshire,9.270000457763674,Women,2,저회전·저반품
9164,4,2020-01-28 05:38:00,2023,0.001977261492832427,0.5,Socks & Hosiery,ThatsRad,3.990000009536743,Women,1,저회전·고반품
9165,4,2020-06-17 04:31:00,1882,0.0021253985122210413,0.5,Socks & Hosiery,Gold Toe,10.0,Women,1,저회전·고반품
9166,6,2020-01-24 05:23:00,2027,0.0029600394671928957,0.3333333333333333,Socks & Hosiery,Filson,32.0,Women,1,저회전·고반품
9167,6,2020-01-21 13:44:00,2029,0.002957121734844751,0.16666666666666666,Socks & Hosiery,HUE,11.119999885559082,Women,3,저회전·고반품
9168,9,2019-12-16 06:14:45,2066,0.004356243949661181,0.1111111111111111,Socks & Hosiery,Ed Hardy,9.989999771118164,Women,0,고회전·고반품
9169,8,2020-02-03 19:55:13,2016,0.003968253968253968,0.125,Socks & Hosiery,Luxury Divas,22.989999771118164,Women,3,고회전·고반품
9170,4,2021-06-23 03:18:18,1511,0.0026472534745201853,0.0,Socks & Hosiery,Anne Klein,9.989999771118164,Women,2,저회전·저반품
9171,4,2020-02-22 06:46:00,1998,0.002002002002002002,0.0,Socks & Hosiery,SmartWool,14.949999809265137,Women,2,저회전·저반품
9172,6,2020-04-10 02:52:00,1950,0.003076923076923077,0.3333333333333333,Socks & Hosiery,SK Hat shop,8.949999809265137,Women,1,고회전·고반품
9173,6,2020-09-28 07:48:00,1779,0.003372681281618887,0.16666666666666666,Socks & Hosiery,Sugar Free Sox,29.0,Women,3,고회전·고반품
9174,5,2020-03-29 13:01:00,1961,0.0025497195308516064,0.0,Socks & Hosiery,Davco,9.989999771118164,Women,2,저회전·저반품
9175,6,2020-05-16 15:20:00,1913,0.0031364349189754314,0.16666666666666666,Socks & Hosiery,Cecilia de Rafael,31.989999771118164,Women,3,고회전·고반품
9176,5,2019-09-21 04:23:50,2152,0.0023234200743494425,0.0,Socks & Hosiery,Foot Traffic,13.949999809265137,Women,2,저회전·저반품
9177,3,2020-09-18 22:33:29,1788,0.0016778523489932886,0.0,Socks & Hosiery,point6,20.950000762939453,Women,2,저회전·저반품
9178,5,2020-03-15 16:59:00,1975,0.002531645569620253,0.0,Socks & Hosiery,SmartWool,24.950000762939453,Women,2,저회전·저반품
9179,5,2020-02-13 15:33:00,2006,0.0024925224327018943,0.0,Socks & Hosiery,Snoozies,12.989999771118164,Women,2,저회전·저반품
9180,2,2020-02-07 17:00:00,2012,0.0009940357852882703,0.0,Socks & Hosiery,ThatsRad,14.989999771118164,Women,2,저회전·저반품
9181,6,2020-06-25 07:40:00,1874,0.0032017075773745998,0.0,Socks & Hosiery,Anne Klein,28.0,Women,2,고회전·저반품
9182,6,2020-07-22 12:47:00,1846,0.0032502708559046588,0.0,Socks & Hosiery,Calvin Klein,16.790000915527344,Women,2,고회전·저반품
9183,6,2020-06-20 18:21:00,1878,0.003194888178913738,0.3333333333333333,Socks & Hosiery,HUE,13.5,Women,1,고회전·고반품
9184,7,2020-02-08 15:35:00,2011,0.0034808552958727,0.0,Socks & Hosiery,Levante,9.5,Women,2,고회전·저반품
9185,6,2020-02-19 03:10:00,2001,0.0029985007496251873,0.16666666666666666,Socks & Hosiery,Berkshire,5.949999809265137,Women,3,저회전·고반품
9186,4,2020-05-10 01:26:57,1920,0.0020833333333333333,0.25,Socks & Hosiery,K. Bell,12.989999771118164,Women,1,저회전·고반품
9187,4,2020-06-18 09:53:00,1880,0.002127659574468085,0.0,Socks & Hosiery,Anne Klein,40.0,Women,2,저회전·저반품
9188,9,2020-01-18 10:16:00,2032,0.0044291338582677165,0.0,Socks & Hosiery,Merry Toes,26.0,Women,0,고회전·저반품
9189,3,2020-12-02 07:33:00,1714,0.001750291715285881,0.3333333333333333,Socks & Hosiery,Luxury Divas,14.989999771118164,Women,1,저회전·고반품
9190,4,2020-10-04 05:37:00,1773,0.0022560631697687537,0.25,Socks & Hosiery,Socksmith,13.989999771118164,Women,1,저회전·고반품
9191,8,2018-12-05 11:03:13,2441,0.0032773453502662844,0.125,Socks & Hosiery,HUE,15.0,Women,3,고회전·고반품
9192,7,2020-08-04 03:32:00,1834,0.003816793893129771,0.14285714285714285,Socks & Hosiery,Berkshire,9.9399995803833,Women,3,고회전·고반품
9193,10,2020-11-02 11:03:00,1743,0.005737234652897304,0.0,Socks & Hosiery,Sock It To Me,11.489999771118164,Women,0,고회전·저반품
9194,4,2020-08-12 19:26:07,1825,0.002191780821917808,0.25,Socks & Hosiery,Polo Ralph Lauren,13.5,Women,1,저회전·고반품
9195,4,2020-05-20 18:06:00,1909,0.0020953378732320588,0.0,Socks & Hosiery,Wrightsock,10.359999656677246,Women,2,저회전·저반품
9196,9,2020-01-08 13:06:00,2042,0.004407443682664055,0.1111111111111111,Socks & Hosiery,Harmonie,14.0,Women,0,고회전·고반품
9197,8,2020-03-01 14:19:00,1989,0.004022121669180492,0.0,Socks & Hosiery,Worlds Softest Sock,8.390000343322756,Women,0,고회전·저반품
9198,5,2020-06-27 09:59:00,1871,0.002672367717797969,0.0,Socks & Hosiery,HUE,8.5,Women,2,저회전·저반품
9199,3,2020-02-24 10:10:00,1995,0.0015037593984962407,0.0,Socks & Hosiery,Steve Madden,14.0,Women,2,저회전·저반품
9200,5,2019-05-25 08:32:39,2271,0.002201673271686482,0.2,Socks & Hosiery,LOCOMO Leggings,9.989999771118164,Women,3,저회전·고반품
9201,5,2019-10-18 13:20:40,2124,0.0023540489642184556,0.2,Socks & Hosiery,HUE,6.5,Women,3,저회전·고반품
9202,5,2019-09-27 00:30:10,2146,0.002329916123019571,0.0,Socks & Hosiery,HUE,4.849999904632568,Women,2,저회전·저반품
9203,12,2020-05-16 10:59:00,1913,0.006272869837950863,0.16666666666666666,Socks & Hosiery,Hanes,25.5,Women,0,고회전·고반품
9204,9,2019-02-16 21:04:27,2368,0.003800675675675676,0.0,Socks & Hosiery,Palmetto Fundraising,1.950000047683716,Women,0,고회전·저반품
9205,10,2019-09-25 13:49:47,2147,0.004657661853749418,0.0,Socks & Hosiery,Luxury Divas,14.989999771118164,Women,0,고회전·저반품
9206,4,2020-07-10 11:07:59,1858,0.002152852529601722,0.25,Socks & Hosiery,Ecoland,24.0,Women,1,저회전·고반품
9207,4,2020-12-30 02:21:00,1686,0.002372479240806643,0.0,Socks & Hosiery,Lorpen,21.950000762939453,Women,2,저회전·저반품
9208,8,2019-12-31 06:30:23,2051,0.0039005363237445147,0.25,Socks & Hosiery,Capezio,76.0,Women,3,고회전·고반품
9209,10,2020-03-20 00:07:00,1971,0.0050735667174023336,0.1,Socks & Hosiery,Carhartt,10.0,Women,0,고회전·고반품
9210,4,2021-06-20 08:20:00,1514,0.002642007926023778,0.0,Socks & Hosiery,SK Hat shop,18.950000762939453,Women,2,저회전·저반품
9211,3,2020-01-06 08:48:00,2045,0.001466992665036675,0.0,Socks & Hosiery,American Apparel,9.0,Women,2,저회전·저반품
9212,4,2020-10-16 01:05:00,1761,0.002271436683702442,0.0,Socks & Hosiery,Sock It To Me,12.989999771118164,Women,2,저회전·저반품
9213,12,2019-06-08 09:17:51,2257,0.005316792202038104,0.0,Socks & Hosiery,Soxnet,10.489999771118164,Women,0,고회전·저반품
9214,7,2019-04-26 10:00:54,2299,0.003044802087864289,0.0,Socks & Hosiery,Foot Traffic,11.989999771118164,Women,2,고회전·저반품
9215,7,2020-01-19 14:59:00,2031,0.0034465780403741997,0.0,Socks & Hosiery,VH Apparel - Whatever It Takes Charity,9.989999771118164,Women,2,고회전·저반품
9216,8,2019-09-01 22:05:16,2171,0.0036849378166743437,0.0,Socks & Hosiery,Zulu LAX,8.989999771118164,Women,0,고회전·저반품
9217,3,2020-10-13 12:43:00,1763,0.0017016449234259785,0.0,Socks & Hosiery,SK Hat shop,19.950000762939453,Women,2,저회전·저반품
9218,10,2020-04-21 09:12:00,1939,0.005157297576070139,0.2,Socks & Hosiery,Luxury Divas,9.989999771118164,Women,0,고회전·고반품
9219,8,2020-05-07 03:41:00,1923,0.004160166406656267,0.0,Socks & Hosiery,HUE,6.489999771118164,Women,0,고회전·저반품
9220,8,2020-01-09 08:30:00,2042,0.0039177277179236044,0.0,Socks & Hosiery,Palmetto Fundraising,2.950000047683716,Women,0,고회전·저반품
9221,12,2020-05-26 12:44:00,1903,0.006305832895428271,0.08333333333333333,Socks & Hosiery,Luxury Divas,19.989999771118164,Women,0,고회전·고반품
9222,1,2023-01-18 18:48:00,936,0.0010683760683760685,0.0,Socks & Hosiery,Crescent,9.949999809265137,Women,2,저회전·저반품
9223,2,2021-05-09 15:28:35,1555,0.0012861736334405145,0.5,Socks & Hosiery,K. Bell,8.949999809265137,Women,1,저회전·고반품
9224,5,2020-06-08 12:29:00,1890,0.0026455026455026454,0.2,Socks & Hosiery,Betsey Johnson,26.0,Women,3,저회전·고반품
9225,6,2020-03-03 10:21:00,1987,0.003019627579265224,0.0,Socks & Hosiery,K. Bell,15.0,Women,2,고회전·저반품
9226,3,2020-01-17 12:31:00,2033,0.0014756517461878996,0.0,Socks & Hosiery,Sock It To Me,15.0,Women,2,저회전·저반품
9227,6,2020-03-20 15:02:00,1970,0.003045685279187817,0.16666666666666666,Socks & Hosiery,Yimei,6.989999771118164,Women,3,고회전·고반품
9228,5,2020-03-01 06:27:00,1990,0.002512562814070352,0.0,Socks & Hosiery,Socksmith,13.989999771118164,Women,2,저회전·저반품
9229,5,2020-02-18 05:53:00,2002,0.0024975024975024975,0.0,Socks & Hosiery,SK Hat shop,19.950000762939453,Women,2,저회전·저반품
9230,7,2020-01-19 15:09:00,2031,0.0034465780403741997,0.14285714285714285,Socks & Hosiery,Wrightsock,9.5600004196167,Women,3,고회전·고반품
9231,5,2020-06-19 05:17:00,1880,0.0026595744680851063,0.2,Socks & Hosiery,Snoozies,29.950000762939453,Women,3,저회전·고반품
9232,8,2020-01-08 05:04:00,2043,0.003915810083210965,0.125,Socks & Hosiery,Luxury Divas,13.989999771118164,Women,3,고회전·고반품
9233,7,2020-04-16 15:29:00,1943,0.003602676273803397,0.14285714285714285,Socks & Hosiery,Gold Toe,15.0,Women,3,고회전·고반품
9234,5,2021-02-12 11:42:00,1641,0.0030469226081657527,0.0,Socks & Hosiery,HUE,15.0,Women,2,고회전·저반품
9235,9,2020-05-10 09:19:00,1920,0.0046875,0.1111111111111111,Socks & Hosiery,Yelete,19.989999771118164,Women,0,고회전·고반품
9236,1,2022-02-13 00:44:00,1276,0.0007836990595611285,0.0,Socks & Hosiery,L'eggs,17.979999542236328,Women,2,저회전·저반품
9237,1,2021-10-17 05:06:00,1395,0.0007168458781362007,1.0,Socks & Hosiery,Steve Madden,14.0,Women,1,저회전·고반품
9238,5,2020-03-20 17:06:00,1970,0.0025380710659898475,0.2,Socks & Hosiery,bSoft,12.989999771118164,Women,3,저회전·고반품
9239,9,2020-04-05 05:03:00,1955,0.004603580562659846,0.1111111111111111,Socks & Hosiery,AJs,10.0,Women,0,고회전·고반품
9240,4,2020-04-08 16:47:00,1951,0.0020502306509482316,0.0,Socks & Hosiery,HUE,6.5,Women,2,저회전·저반품
9241,1,2020-03-05 04:48:00,1986,0.0005035246727089627,0.0,Socks & Hosiery,Therafirm,18.989999771118164,Women,2,저회전·저반품
9242,4,2020-02-07 03:14:00,2013,0.001987083954297069,0.25,Socks & Hosiery,HUE,20.0,Women,1,저회전·고반품
9243,7,2020-03-12 16:52:00,1978,0.003538928210313448,0.14285714285714285,Socks & Hosiery,KD dance,159.9499969482422,Women,3,고회전·고반품
9244,5,2020-03-24 10:38:00,1966,0.00254323499491353,0.4,Socks & Hosiery,Foot Traffic,12.989999771118164,Women,1,저회전·고반품
9245,7,2020-07-01 02:36:00,1868,0.003747323340471092,0.14285714285714285,Socks & Hosiery,Timberland,14.949999809265137,Women,3,고회전·고반품
9246,2,2021-12-21 13:40:00,1329,0.0015048908954100827,0.5,Socks & Hosiery,CEP Compression Socks,60.75,Women,1,저회전·고반품
9247,9,2020-01-10 18:11:00,2040,0.004411764705882353,0.1111111111111111,Socks & Hosiery,Ed Hardy,7.989999771118163,Women,0,고회전·고반품
9248,5,2020-01-16 08:59:00,2035,0.002457002457002457,0.0,Socks & Hosiery,Ellen Tracy,16.0,Women,2,저회전·저반품
9249,5,2020-01-26 12:02:00,2024,0.0024703557312252965,0.0,Socks & Hosiery,Sock It To Me,12.989999771118164,Women,2,저회전·저반품
9250,5,2020-02-09 13:11:23,2010,0.0024875621890547263,0.2,Socks & Hosiery,Icebreaker,23.950000762939453,Women,3,저회전·고반품
9251,6,2020-04-30 14:42:00,1929,0.003110419906687403,0.16666666666666666,Socks & Hosiery,BOOTIGHTS,34.0,Women,3,고회전·고반품
9252,7,2020-02-07 15:36:00,2012,0.0034791252485089465,0.0,Socks & Hosiery,Berkshire,7.5,Women,2,고회전·저반품
9253,3,2020-02-26 16:20:00,1993,0.0015052684395383843,0.3333333333333333,Socks & Hosiery,Free People,12.0,Women,1,저회전·고반품
9254,6,2020-05-01 12:30:00,1928,0.0031120331950207467,0.3333333333333333,Socks & Hosiery,HUE,6.5,Women,1,고회전·고반품
9255,5,2020-03-01 11:23:00,1989,0.002513826043237808,0.2,Socks & Hosiery,Lorpen,14.390000343322754,Women,3,저회전·고반품
9256,5,2020-07-28 13:01:00,1840,0.002717391304347826,0.0,Socks & Hosiery,Eddie Bauer,8.949999809265137,Women,2,저회전·저반품
9257,4,2019-10-07 05:20:32,2136,0.0018726591760299626,0.0,Socks & Hosiery,Angelina,12.0,Women,2,저회전·저반품
9258,6,2020-02-11 07:05:00,2009,0.0029865604778496766,0.0,Socks & Hosiery,Eurosock,25.0,Women,2,저회전·저반품
9259,3,2020-08-19 19:47:46,1818,0.0016501650165016502,0.3333333333333333,Socks & Hosiery,Marcoliani Milano,79.0,Women,1,저회전·고반품
9260,4,2020-09-04 11:07:00,1802,0.0022197558268590455,0.0,Socks & Hosiery,Back to Nature,13.989999771118164,Women,2,저회전·저반품
9261,3,2020-02-06 12:34:00,2013,0.0014903129657228018,0.0,Socks & Hosiery,Bella,11.899999618530272,Women,2,저회전·저반품
9262,8,2020-07-13 03:58:00,1856,0.004310344827586207,0.125,Socks & Hosiery,Ozone,14.0,Women,0,고회전·고반품
9263,7,2020-02-06 12:42:00,2013,0.003477396920019871,0.14285714285714285,Socks & Hosiery,VH Apparel - Grippem,8.489999771118164,Women,3,고회전·고반품
9264,4,2020-10-23 23:32:49,1753,0.0022818026240730175,0.0,Socks & Hosiery,Soxnet,5.989999771118164,Women,2,저회전·저반품
9265,8,2020-05-23 07:52:00,1907,0.004195070791819612,0.0,Socks & Hosiery,Ed Hardy,9.989999771118164,Women,0,고회전·저반품
9266,7,2019-09-10 19:05:03,2162,0.0032377428307123032,0.0,Socks & Hosiery,Wrightsock,9.0,Women,2,고회전·저반품
9267,6,2019-11-03 13:21:11,2108,0.0028462998102466793,0.0,Socks & Hosiery,Betsey Johnson,32.0,Women,2,저회전·저반품
9268,7,2020-03-03 07:37:32,1988,0.0035211267605633804,0.14285714285714285,Socks & Hosiery,Jones New York,12.5,Women,3,고회전·고반품
9269,4,2020-01-20 18:25:00,2030,0.0019704433497536944,0.0,Socks & Hosiery,L'eggs,11.989999771118164,Women,2,저회전·저반품
9270,3,2021-03-27 15:45:00,1598,0.0018773466833541927,0.0,Socks & Hosiery,Hanes,27.0,Women,2,저회전·저반품
9271,5,2020-01-13 16:00:00,2037,0.002454590083456063,0.0,Socks & Hosiery,point6,15.949999809265137,Women,2,저회전·저반품
9272,2,2022-07-23 18:49:08,1115,0.0017937219730941704,0.0,Socks & Hosiery,Commando,30.0,Women,2,저회전·저반품
9273,8,2021-03-20 17:57:00,1605,0.004984423676012461,0.125,Socks & Hosiery,Levante,17.950000762939453,Women,0,고회전·고반품
9274,6,2019-12-19 16:03:07,2062,0.002909796314258002,0.0,Socks & Hosiery,Berkshire,16.899999618530273,Women,2,저회전·저반품
9275,6,2020-04-23 03:50:00,1937,0.003097573567372225,0.0,Socks & Hosiery,Sock It To Me,12.989999771118164,Women,2,고회전·저반품
9276,9,2020-04-07 17:40:00,1952,0.004610655737704918,0.0,Socks & Hosiery,Pretty Polly,23.38999938964844,Women,0,고회전·저반품
9277,8,2020-01-11 04:39:00,2040,0.00392156862745098,0.125,Socks & Hosiery,Trasparenze,22.989999771118164,Women,3,고회전·고반품
9278,3,2020-02-23 04:10:00,1997,0.0015022533800701052,0.0,Socks & Hosiery,LOCOMO Leggings,9.989999771118164,Women,2,저회전·저반품
9279,4,2020-11-06 09:47:00,1739,0.0023001725129384704,0.25,Socks & Hosiery,HUE,14.989999771118164,Women,1,저회전·고반품
9280,5,2020-01-11 16:26:00,2039,0.0024521824423737125,0.0,Socks & Hosiery,Hanes,23.850000381469727,Women,2,저회전·저반품
9281,5,2020-04-01 12:09:00,1958,0.002553626149131767,0.2,Socks & Hosiery,Angelina,19.989999771118164,Women,3,저회전·고반품
9282,6,2020-02-08 02:50:00,2012,0.002982107355864811,0.0,Socks & Hosiery,LissKiss,14.989999771118164,Women,2,저회전·저반품
9283,6,2020-01-23 04:38:00,2028,0.0029585798816568047,0.0,Socks & Hosiery,Snoozies,14.989999771118164,Women,2,저회전·저반품
9284,7,2020-01-12 03:08:00,2039,0.0034330554193231977,0.0,Socks & Hosiery,Darn Tough,19.0,Women,2,고회전·저반품
9285,8,2020-06-27 10:08:00,1871,0.00427578834847675,0.0,Socks & Hosiery,SK Hat shop,29.950000762939453,Women,0,고회전·저반품
9286,9,2020-02-26 13:43:00,1993,0.004515805318615153,0.1111111111111111,Socks & Hosiery,Jacques Moret,25.0,Women,0,고회전·고반품
9287,6,2020-01-14 13:36:00,2036,0.0029469548133595285,0.16666666666666666,Socks & Hosiery,Luxury Divas,14.989999771118164,Women,3,저회전·고반품
9288,5,2020-05-18 08:21:00,1912,0.002615062761506276,0.0,Socks & Hosiery,Universal Textiles,9.699999809265137,Women,2,저회전·저반품
9289,3,2019-10-30 16:18:12,2112,0.0014204545454545455,0.3333333333333333,Socks & Hosiery,Marcoliani Milano,69.0,Women,1,저회전·고반품
9290,8,2020-03-23 01:54:00,1968,0.0040650406504065045,0.125,Socks & Hosiery,World's Softest,12.989999771118164,Women,0,고회전·고반품
9291,3,2020-01-12 08:08:00,2039,0.0014713094654242277,0.3333333333333333,Socks & Hosiery,K. Bell,10.0,Women,1,저회전·고반품
9292,3,2020-04-19 01:56:00,1941,0.0015455950540958269,0.0,Socks & Hosiery,Jones New York,25.0,Women,2,저회전·저반품
9293,7,2020-05-25 15:18:00,1904,0.003676470588235294,0.14285714285714285,Socks & Hosiery,Casual Socks,28.989999771118164,Women,3,고회전·고반품
9294,3,2019-02-25 20:45:19,2359,0.001271725307333616,0.0,Socks & Hosiery,HUE,6.5,Women,2,저회전·저반품
9295,8,2020-02-19 00:07:00,2001,0.00399800099950025,0.0,Socks & Hosiery,Berkshire,8.600000381469727,Women,0,고회전·저반품
9296,5,2020-06-18 05:38:07,1881,0.002658160552897395,0.0,Socks & Hosiery,FoxRiver,11.029999732971191,Women,2,저회전·저반품
9297,6,2020-04-17 02:15:00,1943,0.003088008234688626,0.0,Socks & Hosiery,K. Bell,10.0,Women,2,고회전·저반품
9298,5,2020-03-11 01:17:00,1980,0.0025252525252525255,0.0,Socks & Hosiery,Mopas,29.989999771118164,Women,2,저회전·저반품
9299,8,2020-02-28 12:37:00,1991,0.004018081366147665,0.0,Socks & Hosiery,HUE,6.5,Women,0,고회전·저반품
9300,5,2020-09-21 06:01:00,1786,0.002799552071668533,0.0,Socks & Hosiery,Roxy,11.949999809265137,Women,2,저회전·저반품
9301,5,2020-02-11 04:35:00,2009,0.0024888003982080635,0.2,Socks & Hosiery,Angelina,25.0,Women,3,저회전·고반품
9302,5,2019-09-04 11:30:59,2168,0.0023062730627306273,0.0,Socks & Hosiery,SkidDERS,6.989999771118164,Women,2,저회전·저반품
9303,4,2020-05-28 16:23:00,1901,0.0021041557075223566,0.0,Socks & Hosiery,Peds,6.0,Women,2,저회전·저반품
9304,3,2020-03-17 01:37:00,1974,0.001519756838905775,0.0,Socks & Hosiery,Foot Traffic,7.949999809265136,Women,2,저회전·저반품
9305,5,2020-05-29 18:29:00,1900,0.002631578947368421,0.0,Socks & Hosiery,Soxnet,6.989999771118164,Women,2,저회전·저반품
9306,5,2021-08-24 01:40:00,1449,0.003450655624568668,0.2,Socks & Hosiery,SkidDERS,6.989999771118164,Women,3,고회전·고반품
9307,4,2020-07-15 13:57:00,1853,0.0021586616297895305,0.0,Socks & Hosiery,AJs,15.0,Women,2,저회전·저반품
9308,7,2020-01-09 01:20:00,2042,0.0034280117531831538,0.14285714285714285,Socks & Hosiery,Jessica Simpson,16.0,Women,3,고회전·고반품
9309,6,2020-01-21 14:09:17,2029,0.002957121734844751,0.3333333333333333,Socks & Hosiery,Wolford,32.0,Women,1,저회전·고반품
9310,4,2020-04-07 17:09:00,1952,0.0020491803278688526,0.0,Socks & Hosiery,Nine West,18.0,Women,2,저회전·저반품
9311,6,2020-05-14 05:11:00,1916,0.003131524008350731,0.0,Socks & Hosiery,Betsey Johnson,25.0,Women,2,고회전·저반품
